id,cluster,image_path,image_href
194,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0052.png,../../../data/glomeruli/crops/RECHERCHE-005_0052.png
195,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0053.png,../../../data/glomeruli/crops/RECHERCHE-005_0053.png
196,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0054.png,../../../data/glomeruli/crops/RECHERCHE-005_0054.png
197,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0055.png,../../../data/glomeruli/crops/RECHERCHE-005_0055.png
199,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0057.png,../../../data/glomeruli/crops/RECHERCHE-005_0057.png
200,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0058.png,../../../data/glomeruli/crops/RECHERCHE-005_0058.png
201,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0059.png,../../../data/glomeruli/crops/RECHERCHE-005_0059.png
202,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0060.png,../../../data/glomeruli/crops/RECHERCHE-005_0060.png
203,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0061.png,../../../data/glomeruli/crops/RECHERCHE-005_0061.png
204,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0062.png,../../../data/glomeruli/crops/RECHERCHE-005_0062.png
205,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0063.png,../../../data/glomeruli/crops/RECHERCHE-005_0063.png
207,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0065.png,../../../data/glomeruli/crops/RECHERCHE-005_0065.png
208,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0066.png,../../../data/glomeruli/crops/RECHERCHE-005_0066.png
209,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0067.png,../../../data/glomeruli/crops/RECHERCHE-005_0067.png
210,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0068.png,../../../data/glomeruli/crops/RECHERCHE-005_0068.png
211,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0069.png,../../../data/glomeruli/crops/RECHERCHE-005_0069.png
212,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0070.png,../../../data/glomeruli/crops/RECHERCHE-005_0070.png
213,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0071.png,../../../data/glomeruli/crops/RECHERCHE-005_0071.png
216,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0074.png,../../../data/glomeruli/crops/RECHERCHE-005_0074.png
217,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0075.png,../../../data/glomeruli/crops/RECHERCHE-005_0075.png
218,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0076.png,../../../data/glomeruli/crops/RECHERCHE-005_0076.png
219,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0077.png,../../../data/glomeruli/crops/RECHERCHE-005_0077.png
220,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-005_0078.png,../../../data/glomeruli/crops/RECHERCHE-005_0078.png
226,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0005.png,../../../data/glomeruli/crops/RECHERCHE-009_0005.png
229,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0008.png,../../../data/glomeruli/crops/RECHERCHE-009_0008.png
231,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0010.png,../../../data/glomeruli/crops/RECHERCHE-009_0010.png
233,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0012.png,../../../data/glomeruli/crops/RECHERCHE-009_0012.png
237,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0016.png,../../../data/glomeruli/crops/RECHERCHE-009_0016.png
238,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0017.png,../../../data/glomeruli/crops/RECHERCHE-009_0017.png
239,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0018.png,../../../data/glomeruli/crops/RECHERCHE-009_0018.png
242,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0021.png,../../../data/glomeruli/crops/RECHERCHE-009_0021.png
243,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0022.png,../../../data/glomeruli/crops/RECHERCHE-009_0022.png
245,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0024.png,../../../data/glomeruli/crops/RECHERCHE-009_0024.png
248,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0027.png,../../../data/glomeruli/crops/RECHERCHE-009_0027.png
251,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0030.png,../../../data/glomeruli/crops/RECHERCHE-009_0030.png
258,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0037.png,../../../data/glomeruli/crops/RECHERCHE-009_0037.png
270,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0049.png,../../../data/glomeruli/crops/RECHERCHE-009_0049.png
271,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0050.png,../../../data/glomeruli/crops/RECHERCHE-009_0050.png
275,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0054.png,../../../data/glomeruli/crops/RECHERCHE-009_0054.png
280,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0059.png,../../../data/glomeruli/crops/RECHERCHE-009_0059.png
281,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0060.png,../../../data/glomeruli/crops/RECHERCHE-009_0060.png
284,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0063.png,../../../data/glomeruli/crops/RECHERCHE-009_0063.png
285,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0064.png,../../../data/glomeruli/crops/RECHERCHE-009_0064.png
290,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0069.png,../../../data/glomeruli/crops/RECHERCHE-009_0069.png
294,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0073.png,../../../data/glomeruli/crops/RECHERCHE-009_0073.png
295,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-009_0074.png,../../../data/glomeruli/crops/RECHERCHE-009_0074.png
334,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0010.png,../../../data/glomeruli/crops/RECHERCHE-010_0010.png
337,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0013.png,../../../data/glomeruli/crops/RECHERCHE-010_0013.png
340,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0016.png,../../../data/glomeruli/crops/RECHERCHE-010_0016.png
342,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0018.png,../../../data/glomeruli/crops/RECHERCHE-010_0018.png
344,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0020.png,../../../data/glomeruli/crops/RECHERCHE-010_0020.png
346,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0022.png,../../../data/glomeruli/crops/RECHERCHE-010_0022.png
349,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0025.png,../../../data/glomeruli/crops/RECHERCHE-010_0025.png
351,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0027.png,../../../data/glomeruli/crops/RECHERCHE-010_0027.png
354,5,C:\Users\alexa\Desktop\Glomeruli-FP03-2026\data\glomeruli\crops\RECHERCHE-010_0030.png,../../../data/glomeruli/crops/RECHERCHE-010_0030.png
